video_number,vimeo_link,nº do projecto,nome,tema,sample_1,sample_2,sample_3,sample_4,sample_5,remarks,consistency,performer_category,upload_date,location,keywords,voice
7758,https://vimeo.com/1008753076,4301,Lurdes Carvalho,"""Adeus Celeirós""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2024-09-12,,,voz
7759,https://vimeo.com/1009093865,4302,Ana Teixeira Dias,"""Coser o Arralado""","2 performers (Duo, conf: 0.90)","2 performers (Duo, conf: 0.91)","2 performers (Duo, conf: 0.92)","2 performers (Duo, conf: 0.93)","2 performers (Duo, conf: 0.91)",Consistent (100%),100,duo (2),2024-09-13,,religião,voz
7760,https://vimeo.com/1009089207,4302,Ana Teixeira Dias,"""Responsar a Espinhela caída""","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.76)",Consistent (100%),100,solo (1),2024-09-13,,"religião, oração responso",voz
7761,https://vimeo.com/1011287695,4303,Estica o fole,"""Rosinha""","4 performers (Small Group, conf: 0.91)","4 performers (Small Group, conf: 0.90)","4 performers (Small Group, conf: 0.91)","4 performers (Small Group, conf: 0.90)","4 performers (Small Group, conf: 0.88)",Consistent (100%),100,small group (3-5),2024-09-20,,"instrumental, banda","bombo, acordeão"
7762,https://vimeo.com/1010133226,4303,Estica o fole,"""Fadinho Serrano""","4 performers (Small Group, conf: 0.87)","4 performers (Small Group, conf: 0.89)","4 performers (Small Group, conf: 0.86)","4 performers (Small Group, conf: 0.88)","4 performers (Small Group, conf: 0.89)",Consistent (100%),100,small group (3-5),2024-09-17,,"instrumental, banda","bombo, acordeão"
7763,https://vimeo.com/1009099388,4303,Estica o fole,"""Sentimento""","4 performers (Small Group, conf: 0.90)","4 performers (Small Group, conf: 0.91)","4 performers (Small Group, conf: 0.90)","4 performers (Small Group, conf: 0.93)","4 performers (Small Group, conf: 0.93)",Consistent (100%),100,small group (3-5),2024-09-13,,"instrumental, banda","bombo, acordeão"
7764,https://vimeo.com/1009101618,4304,Rosa de Jesus,"""Se fores ao Alentejo""","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2024-09-13,,,voz
7765,https://vimeo.com/1010144448,4305,Associação Cultura Desportiva e Social de Jou,"""E viva Jou""","12 performers (Large Group, conf: 0.67)","13 performers (Large Group, conf: 0.62)","15 performers (Large Group, conf: 0.65)","13 performers (Large Group, conf: 0.66)","15 performers (Large Group, conf: 0.65)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-17,,,voz
7766,https://vimeo.com/1010144767,4305,Associação Cultura Desportiva e Social de Jou,"""Dobadeira""","7 performers (Large Group, conf: 0.75)","6 performers (Large Group, conf: 0.85)","6 performers (Large Group, conf: 0.86)","6 performers (Large Group, conf: 0.86)","6 performers (Large Group, conf: 0.86)",Mostly consistent (80%),80,large group (5+),2024-09-17,,"feminino, coro",voz
7767,https://vimeo.com/1009103137,4305,Associação Cultura Desportiva e Social de Jou,"""Hino de Jou""","12 performers (Large Group, conf: 0.73)","11 performers (Large Group, conf: 0.75)","11 performers (Large Group, conf: 0.76)","11 performers (Large Group, conf: 0.78)","11 performers (Large Group, conf: 0.76)",Mostly consistent (80%),80,large group (5+),2024-09-13,,,voz
7768,https://vimeo.com/1011560029,4306,"Filandorra, Teatro do Nordeste","""Maio Maduro Maio""","5 performers (Small Group, conf: 0.84)","5 performers (Small Group, conf: 0.83)","5 performers (Small Group, conf: 0.85)","5 performers (Small Group, conf: 0.84)","5 performers (Small Group, conf: 0.84)",Consistent (100%),100,small group (3-5),2024-09-21,,teatro,"viola acústica, viola baixo, cajón, voz,"
7769,https://vimeo.com/1009412516,4306,"Filandorra, Teatro do Nordeste","""Vampiros""","7 performers (Large Group, conf: 0.68)","6 performers (Large Group, conf: 0.73)","6 performers (Large Group, conf: 0.69)","4 performers (Small Group, conf: 0.87)","5 performers (Small Group, conf: 0.81)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-14,,teatro,"viola acústica, viola baixo, cajón, voz,"
7770,https://vimeo.com/1009185719,4306,"Filandorra, Teatro do Nordeste","""Senhora do Almurtão""","5 performers (Small Group, conf: 0.82)","4 performers (Small Group, conf: 0.84)","5 performers (Small Group, conf: 0.84)","6 performers (Large Group, conf: 0.53)","3 performers (Small Group, conf: 0.80)",Inconsistent - Manual review required (40%),40,small group (3-5),2024-09-13,,teatro,"viola acústica, viola baixo, cajón, voz,"
7771,https://vimeo.com/1009775134,4307,Isaura Sampaio,"""Marcha de Murça""","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.73)",Consistent (100%),100,solo (1),2024-09-16,,"marcha, cantiga",voz
7772,https://vimeo.com/1010142087,4307,Isaura Sampaio,À meia noite ao luar,"1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.73)",Consistent (100%),100,solo (1),2024-09-17,,,voz
7773,https://vimeo.com/1009226165,4307,Isaura Sampaio,"""Menino d´Oiro""","1 performers (Solo, conf: 0.56)","1 performers (Solo, conf: 0.54)","1 performers (Solo, conf: 0.51)","1 performers (Solo, conf: 0.53)","1 performers (Solo, conf: 0.40)",Consistent (100%),100,solo (1),2024-09-13,,,voz
7774,https://vimeo.com/1009559567,4308,Cão de Bila,"""Curupira Transmontano""","2 performers (Duo, conf: 0.57)","2 performers (Duo, conf: 0.66)","2 performers (Duo, conf: 0.57)","2 performers (Duo, conf: 0.63)","2 performers (Duo, conf: 0.64)",Consistent (100%),100,duo (2),2024-09-15,,instrumental,viola acústica
7775,https://vimeo.com/1010374090,4308,Cão de Bila,"""O nordeste onde eu moro""","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2024-09-17,,,"viola acústica, voz"
7776,https://vimeo.com/1009640515,4308,Cão de Bila,"""O encanto da Loba""","1 performers (Solo, conf: 0.70)","1 performers (Solo, conf: 0.67)","1 performers (Solo, conf: 0.70)","1 performers (Solo, conf: 0.67)","1 performers (Solo, conf: 0.66)",Consistent (100%),100,solo (1),2024-09-15,,,"viola acústica, voz"
7777,https://vimeo.com/1009567264,4309,Luísa e Glória Carneiro,"""António, um rapaz solteiro""","2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.87)",Consistent (100%),100,duo (2),2024-09-15,,,voz
7778,https://vimeo.com/1011269522,4310,Leandro Teixeira,"""Uma casa portuguesa""","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2024-09-20,,instrumental,acordeão
7779,https://vimeo.com/1009568734,4310,Leandro Teixeira,"""A rainha do Tik Tok""","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.96)","1 performers (Solo, conf: 0.95)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.92)",Consistent (100%),100,solo (1),2024-09-15,,instrumental,acordeão
7780,https://vimeo.com/1010124551,4311,Os primos,"""Rasgadinho""","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.85)",Consistent (100%),100,duo (2),2024-09-17,,instrumental,acordeão
7781,https://vimeo.com/1009569282,4311,Os primos,"""Paso Doble""","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.84)",Consistent (100%),100,duo (2),2024-09-15,,instrumental,acordeão
7782,https://vimeo.com/1009780181,4312,Paulo Morais,"""Alma despida""","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2024-09-16,,,"voz, viola acústica"
7783,https://vimeo.com/1009819548,4313,Litos,"""Nietzschiana""","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2024-09-16,,"rap, hip hop",voz
7784,https://vimeo.com/1009820181,4314,Nicola Scalise,"""Preludio da Suite n⁰1"" de Bach","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.91)","2 performers (Duo, conf: 0.55)","1 performers (Solo, conf: 0.91)",Mostly consistent (80%),80,solo (1),2024-09-16,,"clássico, instrumental",violoncelo
7785,https://vimeo.com/1011270124,4315,Lucinda Fernandes,"""Antoninho""","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-20,,,voz
7786,https://vimeo.com/1011287307,4315,Lucinda Fernandes,"""Fui dizer adeus ao rio""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-20,,,voz
7787,https://vimeo.com/1011287154,4315,Lucinda Fernandes,"""Oh Raparigas""","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.78)",Consistent (100%),100,solo (1),2024-09-20,,,voz
7788,https://vimeo.com/1010212542,4315,Lucinda Fernandes,"""Canção do soldado milhões""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2024-09-17,,,voz
7789,https://vimeo.com/1011270006,4315,Lucinda Fernandes,"""Cantigas de roda""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2024-09-20,,,voz
7790,https://vimeo.com/1010213243,4315,Lucinda Fernandes,"""O carro americano""","1 performers (Solo, conf: 0.87)","4 performers (Small Group, conf: 0.43)","2 performers (Duo, conf: 0.65)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)",Mostly consistent (60%),60,solo (1),2024-09-17,,,voz
7791,https://vimeo.com/1009621475,4315,Lucinda Fernandes,"""Português Emigrante""","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2024-09-15,,,voz
7792,https://vimeo.com/1009783457,4315,Lucinda Fernandes,"""Barqueiro, bota a barca abaixo""","1 performers (Solo, conf: 0.69)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.78)","2 performers (Duo, conf: 0.55)","1 performers (Solo, conf: 0.81)",Mostly consistent (80%),80,solo (1),2024-09-16,,,voz
7793,https://vimeo.com/1011269763,4316,Ismael Prazeres,"""Laranjinha""","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.88)",Consistent (100%),100,solo (1),2024-09-20,,instrumental,acordeão
7794,https://vimeo.com/1009878986,4316,Ismael Prazeres,"""Rasgadinho""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.88)",Consistent (100%),100,solo (1),2024-09-16,,instrumental,acordeão
7795,https://vimeo.com/1011619425,4317,d'Anto - Grupo de Fado de Coimbra,"""Que me espera o tempo""","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.86)","3 performers (Small Group, conf: 0.85)",Consistent (100%),100,small group (3-5),2024-09-21,,,"voz, viola acústica"
7796,https://vimeo.com/1011616756,4317,d'Anto - Grupo de Fado de Coimbra,"""Beijo Sagrado""","3 performers (Small Group, conf: 0.83)","3 performers (Small Group, conf: 0.86)","4 performers (Small Group, conf: 0.71)","4 performers (Small Group, conf: 0.71)","3 performers (Small Group, conf: 0.87)",Mostly consistent (60%),60,small group (3-5),2024-09-21,,,"voz, viola acústica"
7797,https://vimeo.com/1009921333,4317,d'Anto - Grupo de Fado de Coimbra,"""Balada da Nostalgia""","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.78)","2 performers (Duo, conf: 0.82)",Consistent (100%),100,duo (2),2024-09-16,,,"voz, viola acústica"
7798,https://vimeo.com/1009922965,4318,Nuno Botelho e Bruno Costa,"""Variações em lá menor"" de Artur Paredes","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.86)",Consistent (100%),100,duo (2),2024-09-16,,,"guitarra portuguesa, viola acústica"
7799,https://vimeo.com/1012352291,4319,Joana Carvalho,"""Canção do Alentejo"" de Edmundo Bettencourt","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2024-09-24,,arquivo canção de coimbra,voz
7800,https://vimeo.com/1012345479,4319,Joana Carvalho,"""Menino d'Oiro"" de José Afonso","1 performers (Solo, conf: 0.85)","3 performers (Small Group, conf: 0.81)","3 performers (Small Group, conf: 0.72)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)",Mostly consistent (60%),60,solo (1),2024-09-24,,arquivo canção de coimbra,voz
7801,https://vimeo.com/1013770133,4319,Joana Carvalho,Sobre a canção de coimbra 1,"1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2024-09-28,,"entrevista, arquivo canção de coimbra",voz
7802,https://vimeo.com/1013770216,4319,Joana Carvalho,Sobre a Canção de Coimbra 2,"1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2024-09-28,,"entrevista, arquivo canção de coimbra",voz
7803,https://vimeo.com/1009925250,4319,Joana Carvalho,"""Cântico de um pescador""","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.92)",Consistent (100%),100,solo (1),2024-09-16,,arquivo canção de coimbra,voz
7804,https://vimeo.com/1009937484,4320,José Miguel Abrantes,"""Canção para Titi"" de Carlos Paredes","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-16,,,guitarra portuguesa
7805,https://vimeo.com/1010123926,4321,Porfírio,"""Hora de bico""","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2024-09-17,,estória,voz
7806,https://vimeo.com/1010249382,4322,Grupo de Cordas da Secção de Fado,"""Encadeia""","10 performers (Large Group, conf: 0.74)","8 performers (Large Group, conf: 0.84)","8 performers (Large Group, conf: 0.85)","9 performers (Large Group, conf: 0.77)","9 performers (Large Group, conf: 0.78)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-17,,"instrumental, grupo, cordas","viola acústica, Cavaquinho, Bandolim, Cajon, Baixo acústico"
7807,https://vimeo.com/1011959688,4322,Grupo de Cordas da Secção de Fado,Medley de José Afonso,"8 performers (Large Group, conf: 0.83)","8 performers (Large Group, conf: 0.83)","8 performers (Large Group, conf: 0.84)","8 performers (Large Group, conf: 0.83)","8 performers (Large Group, conf: 0.82)",Consistent (100%),100,large group (5+),2024-09-23,,"instrumental, grupo, cordas","viola acústica, Cavaquinho, Bandolim, Cajon, Baixo acústico"
7808,https://vimeo.com/1010252736,4323,Manuel Pádua,"""História da velhinha que quer ir para o céu""","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2024-09-17,,"estória, narração, tradição oral",voz
